	name	city	fulladdress	lat	long	location	cityalias	display_address	pincode	storemap_link	store_status
103305	PE-RED Sundargarh	Sundargarh	Peter England Showroom, under khata no.516/3662 of Mouza, talsankara P.O.Sankara, Plot no.382/8333, P.S.Town P.S.No.77, Sundargarh, Odisha-770001	22.124	84.0432	22.124,84.0432	Sundargarh	Peter England Showroom, under khata no.516/3662 of Mouza, talsankara P.O.Sankara, Plot no.382/8333, P.S.Town P.S.No.77, Sundargarh, Odisha-770001	770001		
103326	PE-RED Garhwa	Garhwa	Peter England Showroom, Chiniya Road, Property R.P.Plaza,Garhwa, Jharkhand-822114	24.1573992	83.8024429	24.1573992,83.8024429	Garhwa	Peter England Showroom, Chiniya Road, Property R.P.Plaza,Garhwa, Jharkhand-822114	822114		
103333	PE-RED Sirhind	Sirhind	Peter England Showroom, Property Sirhind hadbast, Tehsil, no.125, Wide C Address- Gingee Complex, Bassi road,Sirhind Fathegarh Sahib, Sirhind, Punjab-140406	31.45249	7409929	31.45249,7409929	Sirhind	Peter England Showroom, Property Sirhind hadbast, Tehsil, no.125, Wide C Address- Gingee Complex, Bassi road,Sirhind Fathegarh Sahib, Sirhind, Punjab-140406	140406		
103354	PE-RED Siruguppa	Siruguppa	Peter England Showroom, Upper Ground floor,W.No. 15, D No. 630 & 631, Property B.B.S Towers, AMPC Yard, bellary Road, Siruguppa, Karnataka-583121	16.75439	77.128546	16.75439,77.128546	Siruguppa	Peter England Showroom, Upper Ground floor,W.No. 15, D No. 630 & 631, Property B.B.S Towers, AMPC Yard, bellary Road, Siruguppa, Karnataka-583121	583121		
103452	PE -RED Vadavalli	Vadavalli	Peter England Showroom, Maruthamalai road, Property no. 3/35A, RK Complex, Coimbatore Dist, Vadavalli, Tamil Nadu-641041	11.0789	76.89577	11.0789,76.89577	Vadavalli	Peter England Showroom, Maruthamalai road, Property no. 3/35A, RK Complex, Coimbatore Dist, Vadavalli, Tamil Nadu-641041	641041		
103331	PE-RED Yadgir	Yadgir	Peter England Showroom, Rural Police station Road,near Kadlur Petrol Pump, Property S D NAD Complex, Yadgir Dist, Yadgir, Karnataka-585202	16.4515.8	77.0742.6	16.4515.8,77.0742.6	Yadgir	Peter England Showroom, Rural Police station Road,near Kadlur Petrol Pump, Property S D NAD Complex, Yadgir Dist, Yadgir, Karnataka-585202	585202		
103366	PE-RED Bihat	Bihat	Peter England Showroom, Refinery road, Khata no-2322,Khesera no-2758, Property Ramrup Singh Complex, Thana no-504, Bihat , P.S-Barauni, Begusarai Dist., Bihat, Bihar-851135	25.4263	86.0206	25.4263,86.0206	Bihat	Peter England Showroom, Refinery road, Khata no-2322,Khesera no-2758, Property Ramrup Singh Complex, Thana no-504, Bihat , P.S-Barauni, Begusarai Dist., Bihat, Bihar-851135	851135		
103313	PE-RED Danapur	Danapur	Peter England Showroom, Ground floor, Shree hira palace, Takiyapar,Opp. SBI, Danapur, Patna Dist. Bihar-800012.	25.6241	85.0414	25.6241,85.0414	Danapur	Peter England Showroom, Ground floor, Shree hira palace, Takiyapar,Opp. SBI, Danapur, Patna Dist. Bihar-800012.	800012		
103357	PE-RED Kosli	Kosli	Peter England Showroom, Kosli - Kanina Road, Railway station Kosli, Property Nahar Road, Near Flyover, Rewari Dist, Kosli, Haryana-123303	28.41173	76.45937	28.41173,76.45937	Kosli	Peter England Showroom, Kosli - Kanina Road, Railway station Kosli, Property Nahar Road, Near Flyover, Rewari Dist, Kosli, Haryana-123303	123303		
103368	PE-RED Bobbili	Bobbili	Peter England Showroom, Door no.16-105, Balijpeta road, Bobbili, Vizinagaram Dist., Bobbili, Andhra Pradesh-535558	18.575686	83.359588	18.575686,83.359588	Bobbili	Peter England Showroom, Door no.16-105, Balijpeta road, Bobbili, Vizinagaram Dist., Bobbili, Andhra Pradesh-535558	535558		
103348	PE-RED Jagdishpur	Jagdishpur	Peter England Showroom, Post + P.S.Jagdishpur, Property Village-Jagdishpur,ward no.14, Bhojpur Dist., Jagdishpur, Bihar-802158	25.4683	84.4225	25.4683,84.4225	Jagdishpur	Peter England Showroom, Post + P.S.Jagdishpur, Property Village-Jagdishpur,ward no.14, Bhojpur Dist., Jagdishpur, Bihar-802158	802158		
103352	PE-RED Itarsi	Itarsi	Peter England Showroom,  ward no.31, Azad Nagar, Deshbandhupura , Property plot no.6/47, Hoshangabad Dist, Itarsi, Madhya Pradesh-461111	22.618299	77.735009	22.618299,77.735009	Itarsi	Peter England Showroom,  ward no.31, Azad Nagar, Deshbandhupura , Property plot no.6/47, Hoshangabad Dist, Itarsi, Madhya Pradesh-461111	461111		
103359	PE-RED Bisalpur	Bisalpur	Peter England Showroom,  Gopi Talkies Road, Property no.6, MOH. Durga Prasad,  Pilibhit Dist., Bisalpur, Uttar Pradesh-262201	28.30255	79.78866	28.30255,79.78866	Bisalpur	Peter England Showroom,  Gopi Talkies Road, Property no.6, MOH. Durga Prasad,  Pilibhit Dist., Bisalpur, Uttar Pradesh-262201	262201		
103373	PE-RED Chandannagar	Chandannagar	Peter England, Sub-Registry Office, P.O & P.S, Under Mouza,Sheet no. 1,J.L.no.1, Property No.Old 542 , New 657, Khatian no.338 (R.S) Corresponding to Dag no.859(L.R) under ward no.10, under chanannagar Municipal Corporation, Chandannagar, West Bengal-712136	22.86562673683181, 	88.36068496	22.86562673683181, ,88.3606849605728	Chandannagar	Peter England, Sub-Registry Office, P.O & P.S, Under Mouza,Sheet no. 1,J.L.no.1, Property No.Old 542 , New 657, Khatian no.338 (R.S) Corresponding to Dag no.859(L.R) under ward no.10, under chanannagar Municipal Corporation, Chandannagar, West Bengal-712136	712136		
103364	PE-RED Barhalganj	Barhalganj	Peter England Showrooom, Collage Market, Near Axix Bank, Dohari Ghat Road, C/o Pankaj Shukla, Pankaj Traders, Kalyanpur, Gorakhpur Dist., Barhalganj, Uttar Pradesh-273402	262845729	835044696	2,62,84,57,29,83,50,44,000	Barhalganj	Peter England Showrooom, Collage Market, Near Axix Bank, Dohari Ghat Road, C/o Pankaj Shukla, Pankaj Traders, Kalyanpur, Gorakhpur Dist., Barhalganj, Uttar Pradesh-273402	273402		
103355	PE-RED Pathri	Pathri	Peter England Showroom, Opp. Bus Stand, Old House no.22, New No. 659, Pathri, Parbhani Dist, Maharashtra-431506	19.262045	76.436686	19.262045,76.436686	Pathri	Peter England Showroom, Opp. Bus Stand, Old House no.22, New No. 659, Pathri, Parbhani Dist, Maharashtra-431506	431506		
103340	PE-RED Nagda	Nagda	Peter England Showroom, Property no.136, Mehidpur road,Near Bank of Baroda, Nagda, Ujjain Dist. MP - 456335.	23.4561° N	75.4227° E	23.4561° N,75.4227° E	Nagda	Peter England Showroom, Property no.136, Mehidpur road,Near Bank of Baroda, Nagda, Ujjain Dist. MP - 456335.	456335		
103353	PE-RED Damoh	Damoh	Peter England Showroom, Station Road,Ghantaghar, Property near Bank of Baroda, Damoh, Madhya Pradesh-470661	23.835407	79.439026	23.835407,79.439026	Damoh	Peter England Showroom, Station Road,Ghantaghar, Property near Bank of Baroda, Damoh, Madhya Pradesh-470661	470661		
103362	PE-RED Sendhwa.	Sendhwa	Peter England Showroom,  ward no.17, Old A.B.Road, Property Beside Laxmi Traders, Barwani Dist, Sendhwa, Madhya Pradesh-451666	21.68391	75.09661	21.68391,75.09661	Sendhwa	Peter England Showroom,  ward no.17, Old A.B.Road, Property Beside Laxmi Traders, Barwani Dist, Sendhwa, Madhya Pradesh-451666	451666		
103383	PE-RED Barwani	Barwani	Peter England Showroom, Anjad-Barwani Road, property ward no.10,Olympic Chauraha, Barwani Dist.,Barwani, Madhya Pradesh-451551	22.0363° N	74.9033° E	22.0363° N,74.9033° E	Barwani	Peter England Showroom, Anjad-Barwani Road, property ward no.10,Olympic Chauraha, Barwani Dist.,Barwani, Madhya Pradesh-451551	451551		
103401	PE-RED Ambad	Ambad	Peter England Showroom, Opp. ICICI Bank, Jalna Beed Road, Shop no.14,Karwa Complex, Jalna Dist, Ambad, Maharashtra-431204	19.610067	75.794722	19.610067,75.794722	Ambad	Peter England Showroom, Opp. ICICI Bank, Jalna Beed Road, Shop no.14,Karwa Complex, Jalna Dist, Ambad, Maharashtra-431204	431204		
103351	PE-RED Naugachhia	Naugachhia	Peter England Showroom, Thana no.-41,Station road, Property Ground floor,Ward no-21, Bhagalpur Dist, Naugachhia, Bihar-853204	25.3873	87.098	25.3873,87.098	Naugachhia	Peter England Showroom, Thana no.-41,Station road, Property Ground floor,Ward no-21, Bhagalpur Dist, Naugachhia, Bihar-853204	853204		
103375	PE-RED Gurdaspur	Gurdaspur	Peter England Showroom, Hanuman Chowk, Geeta Bhawan Road, property shop no.14/20, Ground floor, Gurdaspur Dist, Gurdaspur, `Punjab-143521	32.0372477	75.4006507	32.0372477,75.4006507	Gurdaspur	Peter England Showroom, Hanuman Chowk, Geeta Bhawan Road, property shop no.14/20, Ground floor, Gurdaspur Dist, Gurdaspur, `Punjab-143521	143521		
103349	PE-RED Khagaria	Khagaria	Peter England Showroom, ward no.8,khata no.156, khesra no.1441, thana no.268, Parcel at Mauza-Sanhauliganj, Tauzi no-4958,Khagaria, Bihar-851205	25.5045	86.4701	25.5045,86.4701	Khagaria	Peter England Showroom, ward no.8,khata no.156, khesra no.1441, thana no.268, Parcel at Mauza-Sanhauliganj, Tauzi no-4958,Khagaria, Bihar-851205	851205		
103380	PE-RED Kharagpur	Kharagpur	Peter England Showroom, Malancha Road,Near Atulmoni High School, P.O- Nimpura, P.S. Kharagpur(town), Property Holding no.852/620,Ward no.14, Dist. Paschim Medinipur, Kharagpur, West Bengal-721304	22.426618144485264, 	87.31687335	22.426618144485264, ,87.3168733495648	Kharagpur	Peter England Showroom, Malancha Road,Near Atulmoni High School, P.O- Nimpura, P.S. Kharagpur(town), Property Holding no.852/620,Ward no.14, Dist. Paschim Medinipur, Kharagpur, West Bengal-721304	721304		
103381	PE-RED Hazaribagh	Hazaribagh	Peter England Showroom, Ground floor, Situated Malviya Marg, Property Holding no.841©, Hazaribag Dist, Hazaribagh, Jharkhand-825301	23.9925	85.3637	23.9925,85.3637	Hazaribagh	Peter England Showroom, Ground floor, Situated Malviya Marg, Property Holding no.841©, Hazaribag Dist, Hazaribagh, Jharkhand-825301	825301		
103382	PE-RED Bailhongal	Bailhongal	Peter England Showroom, no.3191/A1/A/2,3192 , 3194, HIA Part of CTS nos. of Bailhongal, Property bearing no.CTS, Belagavai road,Near Bus Stand,  Belgaum Dist, Bailhongal, Karnataka-591102	15.818686	74.854669	15.818686,74.854669	Bailhongal	Peter England Showroom, no.3191/A1/A/2,3192 , 3194, HIA Part of CTS nos. of Bailhongal, Property bearing no.CTS, Belagavai road,Near Bus Stand,  Belgaum Dist, Bailhongal, Karnataka-591102	591102		
103389	PE-RED Anakaputhur	Anakaputhur	Peter England Showroom, Jawarharlal Nehru Road, Property at no.47, Chennai, Anakaputhur, Tamil Nadu-600070	13.01788	80.12488	13.01788,80.12488	Anakaputhur	Peter England Showroom, Jawarharlal Nehru Road, Property at no.47, Chennai, Anakaputhur, Tamil Nadu-600070	600070		
103392	PE-RED-Kumbakonam	Kumbakonam	Peter England Showroom, # 9 New no. 9A, Old no, Thanjavur Dist., Kumbakonam, Tamil Nadu-612001	10.95918	79.38593	10.95918,79.38593	Kumbakonam	Peter England Showroom, # 9 New no. 9A, Old no, Thanjavur Dist., Kumbakonam, Tamil Nadu-612001	612001		
103356	PE-RED Purulia	Purulia	Peter England Showroom, under Khata no. 422, Dag no. 2536 Of Mouza, property holding no. 25/39, Ragabpur, P.S. Purulia Post Office, Purulia Dist., Purulia, West Bengal-723101	23.35670543980523, 	86.35851682	23.35670543980523, ,86.3585168231962	Purulia	Peter England Showroom, under Khata no. 422, Dag no. 2536 Of Mouza, property holding no. 25/39, Ragabpur, P.S. Purulia Post Office, Purulia Dist., Purulia, West Bengal-723101	723101		
103371	PE-RED Karwi	Karwi	Peter England Showroom, Kali Devi Chauraha , Near Head Post Office, Property at 73, Dwarikapuri Purani Bazar, Karwi,Chitrakoot Dist, Karwi, Uttar Pradesh- 210205	25.2132562	80.9115092	25.2132562,80.9115092	Karwi	Peter England Showroom, Kali Devi Chauraha , Near Head Post Office, Property at 73, Dwarikapuri Purani Bazar, Karwi,Chitrakoot Dist, Karwi, Uttar Pradesh- 210205	210205		
103394	PE-RED Hoshiarpur	Hoshiarpur	Peter england Showroom, St.no.11, Krishna Nagar, Property no.463/1, Hoshiarpur, Punjab-146001	31.52750344	75.91783462	31.5275034394531,75.9178346232078	Hoshiarpur	Peter england Showroom, St.no.11, Krishna Nagar, Property no.463/1, Hoshiarpur, Punjab-146001	146001		
103395	PE-RED Sangrur	Sangrur	Peter England showroom, Banasar Enclave, Property SCO NO.47, Abadi, Qilla Market, Sangrur, Punjab-148001	30.246138	75.843391	30.246138,75.843391	Sangrur	Peter England showroom, Banasar Enclave, Property SCO NO.47, Abadi, Qilla Market, Sangrur, Punjab-148001	148001		
103396	PE-RED Moga	Moga	Peter England Showroom, Vinayak Exclusive,Pratap Singh road, Moga, Punjab-142001	30.81464032	75.16817592	30.8146403219035,75.1681759249779	Moga	Peter England Showroom, Vinayak Exclusive,Pratap Singh road, Moga, Punjab-142001	142001		
103397	PE-RED Naini	Naini	Peter England Showroom, Prayagraj, Property at 13A/20,Daud Nagar, Allahabad Dist., Naini, Uttar Pradesh-211008	25.39203	81.86348	25.39203,81.86348	Naini	Peter England Showroom, Prayagraj, Property at 13A/20,Daud Nagar, Allahabad Dist., Naini, Uttar Pradesh-211008	211008		
103398	PE-RED Similiguda	Similiguda	Peter England Showroom, Near Gangamma Mandir Main Road, Faced to NH-26 Road, PS/Teshil, Khata no.65/298 & Plot no.643/1065, Dist. Koraput, Similiguda, Odisha-764036	18.7112	82.8508	18.7112,82.8508	Similiguda	Peter England Showroom, Near Gangamma Mandir Main Road, Faced to NH-26 Road, PS/Teshil, Khata no.65/298 & Plot no.643/1065, Dist. Koraput, Similiguda, Odisha-764036	764036		
103422	PE-RED Nawanshaher	Nawanshaher	Peter England Showroom Property Khata no.1844/2148 to 2151, No.Khasra 2731 / 1413 (2-9), Nawanshaher Railway Road, The.Nawansheher,Dist. SBS Nagar, Punjab - 144514.	31.12609731	76.11638422	31.1260973126872,76.116384219913	Nawanshaher	Peter England Showroom Property Khata no.1844/2148 to 2151, No.Khasra 2731 / 1413 (2-9), Nawanshaher Railway Road, The.Nawansheher,Dist. SBS Nagar, Punjab - 144514.	144514		
103426	PE-RED GHUMARWIN	GHUMARWIN	Peter England Showroom Ward no.2, National Highway, Shimla to Hamirpur, Post Office & Tehsil - Ghumarwin.Dist. Bilaspur, Himachal Pradesh - 174021.	31.4411624	76.70650076	31.4411624024723,76.7065007644961	GHUMARWIN	Peter England Showroom Ward no.2, National Highway, Shimla to Hamirpur, Post Office & Tehsil - Ghumarwin.Dist. Bilaspur, Himachal Pradesh - 174021.	174021		
103378	PE-RED Khunti	Khunti	Peter England Showroom Property Dahugutu, Main road, Khunti,Khata No.37, Plot no.762, Khunti ,Ranchi Dist.Jharkhand - 835210	23.07891	85.27906	23.07891,85.27906	Khunti	Peter England Showroom Property Dahugutu, Main road, Khunti,Khata No.37, Plot no.762, Khunti ,Ranchi Dist.Jharkhand - 835210	835210		
103432	PE-RED Sheohar	Sheohar	Peter England Showroom Brahm Asthan Chowk, Durga Mandir, Sheohar,Ward no.13,P.O.+ P.S.+Dist. Sheohar,Bihar - 843329.	26.5146	85.2942	26.5146,85.2942	Sheohar	Peter England Showroom Brahm Asthan Chowk, Durga Mandir, Sheohar,Ward no.13,P.O.+ P.S.+Dist. Sheohar,Bihar - 843329.	843329		
103440	PE-RED Pehowa	Pehowa	Peter England Showroom Property at C/O Hitesh Singla, Ground floor,Opp.Chirag Honda Agency, Kaithal Road,Pehowa, Kurukshetra Dist. Haryana - 136128.	29.97619061	76.58415105	29.9761906064241,76.5841510470444	Pehowa	Peter England Showroom Property at C/O Hitesh Singla, Ground floor,Opp.Chirag Honda Agency, Kaithal Road,Pehowa, Kurukshetra Dist. Haryana - 136128.	136128		
103330	PE-RED Bagalkot	Bagalkot	Peter England Showroom Shanta Maheshwar Comforts, Opp.Basaveshwara Circle, NH-50. Shop no. 5,RS,NO.177/P/9, Ilkal , Bagalkot Dist.Karnataka - 587125. 	15.971933	76.109933	15.971933,76.109933	Bagalkot	Peter England Showroom Shanta Maheshwar Comforts, Opp.Basaveshwara Circle, NH-50. Shop no. 5,RS,NO.177/P/9, Ilkal , Bagalkot Dist.Karnataka - 587125. 	587125		
103423	PE-RED Kumbakonam	Kumbakonam	Peter England Showroom Block no.8,TS.No. 11A3/473, Ward no.6,Ayekulam Road,Thanjavur Dist. , Kumbakonam Sub Registration Dist. Kumbakonam Municipal limit, Tamil Nadu - 612001.	10.9598927	79.3824008	10.9598927,79.3824008	Kumbakonam	Peter England Showroom Block no.8,TS.No. 11A3/473, Ward no.6,Ayekulam Road,Thanjavur Dist. , Kumbakonam Sub Registration Dist. Kumbakonam Municipal limit, Tamil Nadu - 612001.	612001		
103399	PE-RED Dhuliyan	Dhuliyan	Peter England Showroom Property LR Plot no.3724, LR Khatiyan No.502, Ward no.14, Vill.- Kanchantala, P.O.- Dhuliyan,P.S, - Samsherganj, Dist. Murshidabad,West Bengal - 742202.	24.675958968264037, 	87.95000397	24.675958968264037, ,87.9500039690333	Dhuliyan	Peter England Showroom Property LR Plot no.3724, LR Khatiyan No.502, Ward no.14, Vill.- Kanchantala, P.O.- Dhuliyan,P.S, - Samsherganj, Dist. Murshidabad,West Bengal - 742202.	742202		
103427	PE-RED Wanaparthy	Wanaparthy	Peter England Showroom Property H.No,44-4,Plot no.48, Ground floor,Sri Krishna Devaraya Nagar Colony, Wanaparthy, Mahabubnagar Dist.Telangana - 509103.	16.364	78.059	16.364,78.059	Wanaparthy	Peter England Showroom Property H.No,44-4,Plot no.48, Ground floor,Sri Krishna Devaraya Nagar Colony, Wanaparthy, Mahabubnagar Dist.Telangana - 509103.	509103		
103438	PE-RED Solan	Solan	Peter England Showroom Khata / khatauni no.120/253, Khasra no.1678/94, Mauza Thoda Solan, Tehsil & Dist.Solan, Himachal Pradesh - 173212.	30.90618714	77.09564337	30.9061871357669,77.0956433654536	Solan	Peter England Showroom Khata / khatauni no.120/253, Khasra no.1678/94, Mauza Thoda Solan, Tehsil & Dist.Solan, Himachal Pradesh - 173212.	173212		
103418	PE-RED Chhibramau	Chhibramau	Peter England Showroom Property Ramnagar Katra Chhibramau,Kannauj Dist. Uttar Pradesh - 209721.	27.17443	79.53301	27.17443,79.53301	Chhibramau	Peter England Showroom Property Ramnagar Katra Chhibramau,Kannauj Dist. Uttar Pradesh - 209721.	209721		
103336	PE-RED Bargarh	Bargarh	Peter England Showroom property Over Khanta no.2414/1392, Plot no.1378/10781 of Mouza-Bargarh , ward no.9,Bandu Tikra Chowk, Bargarh. P.S/Tahasil/Dist.Bargarh, Odisha - 768028.	21.347	83.632	21.347,83.632	Bargarh	Peter England Showroom property Over Khanta no.2414/1392, Plot no.1378/10781 of Mouza-Bargarh , ward no.9,Bandu Tikra Chowk, Bargarh. P.S/Tahasil/Dist.Bargarh, Odisha - 768028.	768028		
103460	PE-RED Newai	Newai	Peter England Showroom Property Ground & Basement floor, at Near Site Computer, Aye Finance Building, Krishna Colony, tonk road, Newai , Rajasthan - 304021.	26.377861	75.946111	26.377861,75.946111	Newai	Peter England Showroom Property Ground & Basement floor, at Near Site Computer, Aye Finance Building, Krishna Colony, tonk road, Newai , Rajasthan - 304021.	304021		
103424	PE-RED Lalgunj, Bihar	Lalgunj	Peter England Showroom Upper ground floor & 1st Floor, Building no-261,Ward no-9,Teenpulwa Chowk, Agarpur, Lalgunj,Dist. - Vaishali, Bihar - 844121.	25.864	85.1764	25.864,85.1764	Lalgunj	Peter England Showroom Upper ground floor & 1st Floor, Building no-261,Ward no-9,Teenpulwa Chowk, Agarpur, Lalgunj,Dist. - Vaishali, Bihar - 844121.	844121		
103421	PE-RED Gangavathi	Gangavathi	Peter England Showroom Property no.2-15-95/2-9-188, CBS Gunj,Kanakagiri Road,Gangavathi , Koppal Dist,Karnataka - 583227.	15.440319	76.526966	15.440319,76.526966	Gangavathi	Peter England Showroom Property no.2-15-95/2-9-188, CBS Gunj,Kanakagiri Road,Gangavathi , Koppal Dist,Karnataka - 583227.	583227		
103484	PE-RED Karanja	Karanja	Peter England Showroom Main road, Near APMC Market, Karanja Lad, Karanja , Dist. - Washim, Maharashtra -444105.	20.483048	77.489178	20.483048,77.489178	Karanja	Peter England Showroom Main road, Near APMC Market, Karanja Lad, Karanja , Dist. - Washim, Maharashtra -444105.	444105		
103379	PE-RED Bero	Bero	Peter England Showroom Property Plot no.1044,Khata No.248, ward no.1,Bero main Road, Ranchi Dist. Bero ,Jharkhand - 835202.	23.30245	85.02211	23.30245,85.02211	Bero	Peter England Showroom Property Plot no.1044,Khata No.248, ward no.1,Bero main Road, Ranchi Dist. Bero ,Jharkhand - 835202.	835202		
103514	PE-RED Vrindavan	Vrindavan	Peter England Showroom Lower gr.flr,Khasra no.36,37,38, Radha Rani Palace Raman Reti Parkrama Marg, Vrindavan,Mathura Dist. Uttar Pradesh - 281121.	27.5749878	77.6757419	27.5749878,77.6757419	Vrindavan	Peter England Showroom Lower gr.flr,Khasra no.36,37,38, Radha Rani Palace Raman Reti Parkrama Marg, Vrindavan,Mathura Dist. Uttar Pradesh - 281121.	281121		
103512	PE-RED Mariahu	Mariahu	Peter England Showroom Ground floor, C/o Isarail Ali, Opp. Vidhayak Niwas, Jaunpur Bhadoi Road, Mariahu, Jaunpur Dist. Uttar Pradesh - 222161. 	25.6181313	82.5912754	25.6181313,82.5912754	Mariahu	Peter England Showroom Ground floor, C/o Isarail Ali, Opp. Vidhayak Niwas, Jaunpur Bhadoi Road, Mariahu, Jaunpur Dist. Uttar Pradesh - 222161. 	222161		
103510	PE-RED Daryapur	Daryapur	Peter England Showroom At High Rise' Ground floor, civil line,Daryapur,Dist. Amravati, Maharashtra - 444803	20.924157	77.327209	20.924157,77.327209	Daryapur	Peter England Showroom At High Rise' Ground floor, civil line,Daryapur,Dist. Amravati, Maharashtra - 444803	444803		
103448	PE-RED Pudukkottai	Pudukkottai	Peter England Showroom Property New T.S.No.859,North main Street,Pudukkotai Dist. Pudukkorai , TN - 622001.	10.38658	78.82154	10.38658,78.82154	Pudukkottai	Peter England Showroom Property New T.S.No.859,North main Street,Pudukkotai Dist. Pudukkorai , TN - 622001.	622001		
103513	PE-RED Sindhunur	Sindhunur	Peter England Showroom Property no.6-1-1908/16-2-115, ward no.19,gangavathi road, besides Basaveshwara complex,Sindhanur, Raichur Dist. Karnataka -584128.	15.765801	76.755489	15.765801,76.755489	Sindhunur	Peter England Showroom Property no.6-1-1908/16-2-115, ward no.19,gangavathi road, besides Basaveshwara complex,Sindhanur, Raichur Dist. Karnataka -584128.	584128		
103542	PE-RED Namkum	Namkum	Peter England Showroom, Khata no.23, Khijri Sirkhatoli, Plot no.987, Sadabahar Chowk, Numkum, Ranchi, Jharkhand-834010	23.32206	85.37328	23.32206,85.37328	Namkum	Peter England Showroom, Khata no.23, Khijri Sirkhatoli, Plot no.987, Sadabahar Chowk, Numkum, Ranchi, Jharkhand-834010	834010		
103518	PE-RED Pandharpur	Pandharpur	Peter England Showroom Upper Ground flr,shop no.101,102, situated at City survey no.3958/1 to 3958/10, station road,Pandharpur,solapur dist. Maharashtra-413304.	17.6806° N	75.3155° E	17.6806° N,75.3155° E	Pandharpur	Peter England Showroom Upper Ground flr,shop no.101,102, situated at City survey no.3958/1 to 3958/10, station road,Pandharpur,solapur dist. Maharashtra-413304.	413304		
103541	PE-RED Dumka	Dumka	Peter England Showroom At Shyam Bazar road, ward no.14(holding no.140000367000MO), Dumka, Jharkhand-814101	24.2685	87.2488	24.2685,87.2488	Dumka	Peter England Showroom At Shyam Bazar road, ward no.14(holding no.140000367000MO), Dumka, Jharkhand-814101	814101		
103527	PE-RED Patran	Patran	Peter England showroom , Keshav Fashion Street, Keshav Nagar, New Bus stand, Patran, Patiala Dist.Punjab-147105.	29.94410162	76.06140236	29.9441016202001,76.0614023649913	Patran	Peter England showroom , Keshav Fashion Street, Keshav Nagar, New Bus stand, Patran, Patiala Dist.Punjab-147105.	147105		
103562	PE-RED Hamirpur	Hamirpur	Peter England Showroom, Property beside hari guest house, Jail road,Hamirpur,Dist.Hamirpur,Uttar Pradesh -210301.	25.95323165	80.15371064	25.9532316463297,80.1537106422708	Hamirpur	Peter England Showroom, Property beside hari guest house, Jail road,Hamirpur,Dist.Hamirpur,Uttar Pradesh -210301.	210301		
103544	PE-RED Bhabhua	Bhabhua	Peter England Showroom, Ground floor, Ward no.18, Akhlashpur,Bhabhua, Kaimur Dist. , Bihar - 821106.	25.0426	83.6056	25.0426,83.6056	Bhabhua	Peter England Showroom, Ground floor, Ward no.18, Akhlashpur,Bhabhua, Kaimur Dist. , Bihar - 821106.	821106		
103545	PE-RED Pileru	Pileru	Peter England Showroom, Property DN-7-1-2-3, Pileru Mandal,Bodumallavaripalli of Grampanchat, in Bodumallavaripalli village, near Fire Station,Chittor Dist, Andhra Pradesh - 517124.	13.662833	78.943965	13.662833,78.943965	Pileru	Peter England Showroom, Property DN-7-1-2-3, Pileru Mandal,Bodumallavaripalli of Grampanchat, in Bodumallavaripalli village, near Fire Station,Chittor Dist, Andhra Pradesh - 517124.	517124		
103573	PE-RED Anakapalle	Anakapalle	Peter England Showroom, property D.no.14-8-7/1, Main Road, Revenue Ward no.17, Anakapalli , Visakhapatnam Dist.Andhra Pradesh - 531001.	17.686888	83.014548	17.686888,83.014548	Anakapalle	Peter England Showroom, property D.no.14-8-7/1, Main Road, Revenue Ward no.17, Anakapalli , Visakhapatnam Dist.Andhra Pradesh - 531001.	531001		
103522	PE-RED Hamirpur	Hamirpur	Peter England Showroom Fashion point,Bhota chowk, Hamirpur,Hamirpur Dist. Himachal Pradesh - 177001.	31.6818594	76.5223818	31.6818594,76.5223818	Hamirpur	Peter England Showroom Fashion point,Bhota chowk, Hamirpur,Hamirpur Dist. Himachal Pradesh - 177001.	177001		
103546	PE-RED KISHANGANJ	KISHANGANJ	Peter England Showroom, Ground floor,Paschim palli, Ward no-1,Kishanganj,Kishanganj Dist. Bihar - 855107.	26.0982	87.945	26.0982,87.945	KISHANGANJ	Peter England Showroom, Ground floor,Paschim palli, Ward no-1,Kishanganj,Kishanganj Dist. Bihar - 855107.	855107		
103632	PE-RED Ashok Nagar	Ashok Nagar	Peter England Shworoom ,Property at Ground floor, ward no.7, House no.373, Ganesh colony, Ashok Nagar Dist. Madhya Pradesh - 473331.	24.570358	77.736146	24.570358,77.736146	Ashok Nagar	Peter England Shworoom ,Property at Ground floor, ward no.7, House no.373, Ganesh colony, Ashok Nagar Dist. Madhya Pradesh - 473331.	473331		
103611	PE-RED Jamkhandi	Jamkhandi	Peter England Showroom, Property CTS no.-1414B, Plot no.2, Shaheen Complex, Beside Suvarna Talkies , Jamkhandi, Bagalkot Dist. Karnataka - 587301.	16.5053377	75.2892487	16.5053377,75.2892487	Jamkhandi	Peter England Showroom, Property CTS no.-1414B, Plot no.2, Shaheen Complex, Beside Suvarna Talkies , Jamkhandi, Bagalkot Dist. Karnataka - 587301.	587301		
103614	PE-RED Indapur	Indapur	Peter England Showroom, Shop no. 5 & 6, Bhagvat Complex, Pune Solapur road, Indapur , Pune Dist. Maharashtra - 413106.	18.1187° N	75.0234° E	18.1187° N,75.0234° E	Indapur	Peter England Showroom, Shop no. 5 & 6, Bhagvat Complex, Pune Solapur road, Indapur , Pune Dist. Maharashtra - 413106.	413106		
